created_at,tweet,near,clean_tweet,tokens,lemma,lemma_sentence,pos_tag,lemma_sentence(with POS),sentiword_analysis,vader_score,textblob_polarity,senti_textblob,senti_wordnet,senti_vader
2020-08-20,"Imagine this 1st April, government announces that the Corona virus is April fool.",United States,imagine april government announces corona virus april fool,"['imagine', 'april', 'government', 'announces', 'corona', 'virus', 'april', 'fool']","['imagine', 'april', 'government', 'announces', 'corona', 'virus', 'april', 'fool']",imagine april government announces corona virus april fool,"[('imagine', 'n'), ('april', 'a'), ('government', 'n'), ('announces', 'n'), ('corona', 'v'), ('virus', 'a'), ('april', 'n'), ('fool', 'n')]",  imagine april government announces corona virus april fool,0.625,-0.4404,0.0,0,1,-1
2020-08-20,Lmk wen this corona shit is over. Ill be in my bed watching all seasons of bad girls club,United States,lmk wen corona shit ill bed watching seasons bad girls club,"['lmk', 'wen', 'corona', 'shit', 'ill', 'bed', 'watching', 'seasons', 'bad', 'girls', 'club']","['lmk', 'wen', 'corona', 'shit', 'ill', 'bed', 'watching', 'season', 'bad', 'girl', 'club']",lmk wen corona shit ill bed watching season bad girl club,"[('lmk', 'n'), ('wen', 'n'), ('corona', 'n'), ('shit', 'n'), ('ill', 'n'), ('bed', 'v'), ('watching', 'a'), ('seasons', 'n'), ('bad', 'a'), ('girls', 'n'), ('club', 'n')]",  lmk wen corona shit ill bed watching season bad girl club,-1.125,-0.872,-0.4666666666666666,-1,-1,-1
2020-08-20,Please forward your Jamshedpur office contact details. I wish to contribute for Corona victims,United States,forward jamshedpur office contact details contribute corona victims,"['forward', 'jamshedpur', 'office', 'contact', 'details', 'contribute', 'corona', 'victims']","['forward', 'jamshedpur', 'office', 'contact', 'detail', 'contribute', 'corona', 'victim']",forward jamshedpur office contact detail contribute corona victim,"[('forward', 'r'), ('jamshedpur', 'n'), ('office', 'n'), ('contact', 'n'), ('details', 'n'), ('contribute', 'v'), ('corona', 'n'), ('victims', 'n')]",  forward jamshedpur office contact detail contribute corona victim,0.875,-0.2732,-0.07500000000000001,-1,1,-1
2020-08-20,Ethiopia declares state of emergency due to corona virus outbreak.,United States,ethiopia declares state emergency due corona virus outbreak,"['ethiopia', 'declares', 'state', 'emergency', 'due', 'corona', 'virus', 'outbreak']","['ethiopia', 'declares', 'state', 'emergency', 'due', 'corona', 'virus', 'outbreak']",ethiopia declares state emergency due corona virus outbreak,"[('ethiopia', 'n'), ('declares', 'v'), ('state', 'n'), ('emergency', 'n'), ('due', 'a'), ('corona', 'n'), ('virus', 'n'), ('outbreak', 'n')]",  ethiopia declare state emergency due corona virus outbreak,-0.625,-0.3818,-0.125,-1,-1,-1
2020-08-20,You and your network can GO TO HELL for not carrying the corona virus task force briefings. AMERICANS NEED THE INFO. BOYCOTTCNN,United States,network hell not carrying corona virus task force briefings americans info boycotcn,"['network', 'hell', 'not', 'carrying', 'corona', 'virus', 'task', 'force', 'briefings', 'americans', 'info', 'boycotcn']","['network', 'hell', 'not', 'carrying', 'corona', 'virus', 'task', 'force', 'briefing', 'american', 'info', 'boycotcn']",network hell not carrying corona virus task force briefing american info boycotcn,"[('network', 'n'), ('hell', 'n'), ('not', 'r'), ('carrying', 'v'), ('corona', 'n'), ('virus', 'n'), ('task', 'n'), ('force', 'n'), ('briefings', 'n'), ('americans', 'v'), ('info', 'a'), ('boycotcn', 'n')]",  network hell not carry corona virus task force briefing americans info boycotcn,-1.0,-0.6808,0.0,0,-1,-1
2020-08-20,jus wanna let my bf know that i can introduce him to some bomb ass mexican and filipino food when the corona thing is all over,United States,jus wana introduce bomb ass mexican filipino food corona thing,"['jus', 'wana', 'introduce', 'bomb', 'ass', 'mexican', 'filipino', 'food', 'corona', 'thing']","['jus', 'wana', 'introduce', 'bomb', 'as', 'mexican', 'filipino', 'food', 'corona', 'thing']",jus wana introduce bomb as mexican filipino food corona thing,"[('jus', 'n'), ('wana', 'n'), ('introduce', 'n'), ('bomb', 'n'), ('ass', 'n'), ('mexican', 'a'), ('filipino', 'n'), ('food', 'n'), ('corona', 'n'), ('thing', 'n')]",  jus wana introduce bomb as mexican filipino food corona thing,0.0,-0.4939,0.0,0,0,-1
2020-08-20,200 deaths a year on cruise ships due to viruses . 12 due to COVID19 .. check your numbers ... the math isn't adding up,United States,deaths year cruise ships due viruses due covid check numbers math not adding,"['deaths', 'year', 'cruise', 'ships', 'due', 'viruses', 'due', 'covid', 'check', 'numbers', 'math', 'not', 'adding']","['death', 'year', 'cruise', 'ship', 'due', 'virus', 'due', 'covid', 'check', 'number', 'math', 'not', 'adding']",death year cruise ship due virus due covid check number math not adding,"[('deaths', 'n'), ('year', 'n'), ('cruise', 'n'), ('ships', 'n'), ('due', 'a'), ('viruses', 'n'), ('due', 'a'), ('covid', 'r'), ('check', 'v'), ('numbers', 'n'), ('math', None), ('not', 'r'), ('adding', 'v')]",  death year cruise ship due virus due covid check number math not add,-0.5,-0.5574,-0.125,-1,-1,-1
2020-08-20,April fools is tomorrow is this when they announce that coronavirus isnt real,United States,april fools tomorrow announce coronavirus isnt real,"['april', 'fools', 'tomorrow', 'announce', 'coronavirus', 'isnt', 'real']","['april', 'fool', 'tomorrow', 'announce', 'coronavirus', 'isnt', 'real']",april fool tomorrow announce coronavirus isnt real,"[('april', 'n'), ('fools', 'v'), ('tomorrow', 'n'), ('announce', 'n'), ('coronavirus', 'n'), ('isnt', 'n'), ('real', 'a')]",  april fool tomorrow announce coronavirus isnt real,0.125,-0.4404,0.2,1,1,-1
2020-08-20,WHO never made the cremation compulsory CORONA cannot walk from a dead body to a person the sad part how to explain,United States,made cremation compulsory corona canot walk dead body person sad part explain,"['made', 'cremation', 'compulsory', 'corona', 'canot', 'walk', 'dead', 'body', 'person', 'sad', 'part', 'explain']","['made', 'cremation', 'compulsory', 'corona', 'canot', 'walk', 'dead', 'body', 'person', 'sad', 'part', 'explain']",made cremation compulsory corona canot walk dead body person sad part explain,"[('made', 'v'), ('cremation', 'n'), ('compulsory', 'n'), ('corona', 'n'), ('canot', 'n'), ('walk', 'v'), ('dead', 'a'), ('body', 'n'), ('person', 'n'), ('sad', 'a'), ('part', 'n'), ('explain', 'n')]",  make cremation compulsory corona canot walk dead body person sad part explain,-1.375,-0.8126,-0.35,-1,-1,-1
2020-08-20,Netflix and chill just turned into PornHub and masterbation for all the young singles. COVID19 Is fucking up more than just the economy.,United States,netflix chill turned pornhub masterbation young singles covid fucking economy,"['netflix', 'chill', 'turned', 'pornhub', 'masterbation', 'young', 'singles', 'covid', 'fucking', 'economy']","['netflix', 'chill', 'turned', 'pornhub', 'masterbation', 'young', 'single', 'covid', 'fucking', 'economy']",netflix chill turned pornhub masterbation young single covid fucking economy,"[('netflix', 'n'), ('chill', 'n'), ('turned', 'v'), ('pornhub', 'a'), ('masterbation', 'n'), ('young', 'a'), ('singles', 'n'), ('covid', 'v'), ('fucking', 'v'), ('economy', 'n')]",  netflix chill turn pornhub masterbation young single covid fuck economy,0.125,-0.5423,-0.12380952380952381,-1,1,-1
2020-08-20,its official. He committed massacres via coronavirus. Guilty TrumpKnew,United States,official committed massacres coronavirus guilty trumpknew,"['official', 'committed', 'massacres', 'coronavirus', 'guilty', 'trumpknew']","['official', 'committed', 'massacre', 'coronavirus', 'guilty', 'trumpknew']",official committed massacre coronavirus guilty trumpknew,"[('official', 'n'), ('committed', 'v'), ('massacres', 'n'), ('coronavirus', 'v'), ('guilty', 'a'), ('trumpknew', 'n')]",  official commit massacre coronavirus guilty trumpknew,-0.75,-0.1531,-0.5,-1,-1,-1
2020-08-20,Global Coronavirus Status : Confirmed : 796406 Deaths : 40737 Recovered : 172302 Recovery rate : 80% Covid_19 StayHome,United States,global coronavirus status confirmed deaths recovered recovery rate covid stayhome,"['global', 'coronavirus', 'status', 'confirmed', 'deaths', 'recovered', 'recovery', 'rate', 'covid', 'stayhome']","['global', 'coronavirus', 'status', 'confirmed', 'death', 'recovered', 'recovery', 'rate', 'covid', 'stayhome']",global coronavirus status confirmed death recovered recovery rate covid stayhome,"[('global', 'a'), ('coronavirus', 'n'), ('status', 'n'), ('confirmed', 'v'), ('deaths', 'n'), ('recovered', 'v'), ('recovery', 'n'), ('rate', 'n'), ('covid', 'n'), ('stayhome', 'n')]",  global coronavirus status confirm death recover recovery rate covid stayhome,-0.375,-0.5994,0.0,0,-1,-1
2020-08-20,I just thought that there was only an idiot who would play April fool day about the corona and yes lol surprised and disappointed.,United States,thought idiot play april fool day corona lol surprised disappointed,"['thought', 'idiot', 'play', 'april', 'fool', 'day', 'corona', 'lol', 'surprised', 'disappointed']","['thought', 'idiot', 'play', 'april', 'fool', 'day', 'corona', 'lol', 'surprised', 'disappointed']",thought idiot play april fool day corona lol surprised disappointed,"[('thought', 'v'), ('idiot', 'n'), ('play', 'v'), ('april', 'a'), ('fool', 'a'), ('day', 'n'), ('corona', 'v'), ('lol', 'n'), ('surprised', 'v'), ('disappointed', 'a')]",  think idiot play april fool day corona lol surprise disappointed,-0.5,-0.4588,-0.25,-1,-1,-1
2020-08-20,"Today the COVID19 pandemic passed the number of American deaths of the SWINEFLU of 2009. SwineFlu 2009 = 12,469 COVID19 2020 = 12,857",United States,today covid pandemic passed number american deaths swineflu swineflu covid,"['today', 'covid', 'pandemic', 'passed', 'number', 'american', 'deaths', 'swineflu', 'swineflu', 'covid']","['today', 'covid', 'pandemic', 'passed', 'number', 'american', 'death', 'swineflu', 'swineflu', 'covid']",today covid pandemic passed number american death swineflu swineflu covid,"[('today', 'n'), ('covid', 'v'), ('pandemic', 'n'), ('passed', 'v'), ('number', 'n'), ('american', 'a'), ('deaths', 'n'), ('swineflu', 'v'), ('swineflu', 'n'), ('covid', 'n')]",  today covid pandemic pass number american death swineflu swineflu covid,-0.25,-0.5574,0.0,0,-1,-1
2020-08-20,A millionaire/billionaire post anything other then stuff about the corona virus and y'all start hating on them so much,United States,millionaire billionaire post stuff corona virus start hating,"['millionaire', 'billionaire', 'post', 'stuff', 'corona', 'virus', 'start', 'hating']","['millionaire', 'billionaire', 'post', 'stuff', 'corona', 'virus', 'start', 'hating']",millionaire billionaire post stuff corona virus start hating,"[('millionaire', 'n'), ('billionaire', 'n'), ('post', 'n'), ('stuff', 'n'), ('corona', 'n'), ('virus', 'a'), ('start', 'n'), ('hating', 'n')]",  millionaire billionaire post stuff corona virus start hating,0.0,-0.5106,0.0,0,0,-1
2020-08-20,guys this pandemic stuff is so serious that even the corona virus got cancelled,United States,guys pandemic stuff corona virus cancelled,"['guys', 'pandemic', 'stuff', 'corona', 'virus', 'cancelled']","['guy', 'pandemic', 'stuff', 'corona', 'virus', 'cancelled']",guy pandemic stuff corona virus cancelled,"[('guys', 'n'), ('pandemic', 'a'), ('stuff', 'n'), ('corona', 'n'), ('virus', 'n'), ('cancelled', 'v')]",  guy pandemic stuff corona virus cancel,0.0,-0.25,0.0,0,0,-1
2020-08-20,Time flys who knew Corona could stop reggae BBI AprilFoolsDay,United States,time flys knew corona stop reggae aprilfolsday,"['time', 'flys', 'knew', 'corona', 'stop', 'reggae', 'aprilfolsday']","['time', 'fly', 'knew', 'corona', 'stop', 'reggae', 'aprilfolsday']",time fly knew corona stop reggae aprilfolsday,"[('time', 'n'), ('flys', 'a'), ('knew', 'v'), ('corona', 'a'), ('stop', 'n'), ('reggae', 'n'), ('aprilfolsday', 'n')]",  time flys know corona stop reggae aprilfolsday,0.0,-0.296,0.0,0,0,-1
2020-08-20,wonder if someone's going to make an april fool's joke about a corona vaccine tomorrow,United States,make april fool joke corona vaccine tomorrow,"['make', 'april', 'fool', 'joke', 'corona', 'vaccine', 'tomorrow']","['make', 'april', 'fool', 'joke', 'corona', 'vaccine', 'tomorrow']",make april fool joke corona vaccine tomorrow,"[('make', 'v'), ('april', 'a'), ('fool', 'n'), ('joke', 'v'), ('corona', 'a'), ('vaccine', 'n'), ('tomorrow', 'n')]",  make april fool joke corona vaccine tomorrow,1.0,-0.1779,0.0,0,1,-1
2020-08-20,Anybody posting corona virus april fools jokes on the TL getting blocked quicker than my dad left me,United States,posting corona virus april fools jokes blocked quicker dad left,"['posting', 'corona', 'virus', 'april', 'fools', 'jokes', 'blocked', 'quicker', 'dad', 'left']","['posting', 'corona', 'virus', 'april', 'fool', 'joke', 'blocked', 'quicker', 'dad', 'left']",posting corona virus april fool joke blocked quicker dad left,"[('posting', 'v'), ('corona', 'n'), ('virus', 'n'), ('april', 'n'), ('fools', 'n'), ('jokes', 'n'), ('blocked', 'v'), ('quicker', 'n'), ('dad', 'n'), ('left', 'v')]",  post corona virus april fool joke block quicker dad leave,0.625,-0.5859,0.0,0,1,-1
2020-08-20,Releasing prisoners from a secure facility so they won't get Coronavirus? Seems legit.,United States,releasing prisoners secure facility not coronavirus legit,"['releasing', 'prisoners', 'secure', 'facility', 'not', 'coronavirus', 'legit']","['releasing', 'prisoner', 'secure', 'facility', 'not', 'coronavirus', 'legit']",releasing prisoner secure facility not coronavirus legit,"[('releasing', 'v'), ('prisoners', 'n'), ('secure', 'v'), ('facility', 'n'), ('not', 'r'), ('coronavirus', 'v'), ('legit', 'n')]",  release prisoner secure facility not coronavirus legit,-0.375,-0.2732,0.4,1,-1,-1
2020-08-20,"Germany has the lowest Corona death rate because of, I can only assume, their terrifying discipline.",United States,germany lowest corona death rate assume terrifying discipline,"['germany', 'lowest', 'corona', 'death', 'rate', 'assume', 'terrifying', 'discipline']","['germany', 'lowest', 'corona', 'death', 'rate', 'assume', 'terrifying', 'discipline']",germany lowest corona death rate assume terrifying discipline,"[('germany', 'n'), ('lowest', 'a'), ('corona', 'a'), ('death', 'n'), ('rate', 'n'), ('assume', None), ('terrifying', 'v'), ('discipline', 'n')]",  germany low corona death rate assume terrify discipline,0.0,-0.8519,0.0,0,0,-1
2020-08-20,This corona virus killing civilians Send a prayer up for them all HM,United States,corona virus killing civilians send prayer,"['corona', 'virus', 'killing', 'civilians', 'send', 'prayer']","['corona', 'virus', 'killing', 'civilian', 'send', 'prayer']",corona virus killing civilian send prayer,"[('corona', 'n'), ('virus', 'n'), ('killing', 'v'), ('civilians', 'n'), ('send', 'v'), ('prayer', 'n')]",  corona virus kill civilian send prayer,-0.75,-0.6908,0.0,0,-1,-1
2020-08-20,The absolute worst thing about this corona shit is that all the good food spots close up early or dont open at all,United States,absolute worst thing corona shit good food spots close early dont open,"['absolute', 'worst', 'thing', 'corona', 'shit', 'good', 'food', 'spots', 'close', 'early', 'dont', 'open']","['absolute', 'worst', 'thing', 'corona', 'shit', 'good', 'food', 'spot', 'close', 'early', 'dont', 'open']",absolute worst thing corona shit good food spot close early dont open,"[('absolute', 'n'), ('worst', 'a'), ('thing', 'n'), ('corona', 'n'), ('shit', 'v'), ('good', 'a'), ('food', 'n'), ('spots', 'n'), ('close', 'r'), ('early', 'a'), ('dont', 'n'), ('open', 'a')]",  absolute bad thing corona shit good food spot close early dont open,-0.75,-0.6369,0.016666666666666687,1,-1,-1
2020-08-20,Gonna be a baby boom after this shit settles down! Corona if its girl and Covid if its a boy,United States,gona baby boom shit settles corona girl covid boy,"['gona', 'baby', 'boom', 'shit', 'settles', 'corona', 'girl', 'covid', 'boy']","['gona', 'baby', 'boom', 'shit', 'settle', 'corona', 'girl', 'covid', 'boy']",gona baby boom shit settle corona girl covid boy,"[('gona', 'n'), ('baby', 'n'), ('boom', 'n'), ('shit', 'n'), ('settles', 'n'), ('corona', 'v'), ('girl', 'n'), ('covid', 'n'), ('boy', 'n')]",  gona baby boom shit settle corona girl covid boy,0.0,-0.5574,-0.2,-1,0,-1
2020-08-20,Im so sad Im not seeing Mitis anymore ugh dumbass corona,United States,sad not mitis anymore ugh dumbass corona,"['sad', 'not', 'mitis', 'anymore', 'ugh', 'dumbass', 'corona']","['sad', 'not', 'mitis', 'anymore', 'ugh', 'dumbass', 'corona']",sad not mitis anymore ugh dumbass corona,"[('sad', 'a'), ('not', 'r'), ('mitis', 'n'), ('anymore', 'r'), ('ugh', 'a'), ('dumbass', 'n'), ('corona', 'n')]",  sad not mitis anymore ugh dumbass corona,-1.625,-0.6562,-0.5,-1,-1,-1
2020-08-20,"Joe, stop using COVID19 to make obamadoesn'tcare happen again.",United States,joe stop covid make obamadoes notcare happen,"['joe', 'stop', 'covid', 'make', 'obamadoes', 'notcare', 'happen']","['joe', 'stop', 'covid', 'make', 'obamadoes', 'notcare', 'happen']",joe stop covid make obamadoes notcare happen,"[('joe', 'n'), ('stop', 'n'), ('covid', 'n'), ('make', 'v'), ('obamadoes', 'n'), ('notcare', 'v'), ('happen', 'v')]",  joe stop covid make obamadoes notcare happen,0.0,-0.296,0.0,0,0,-1
2020-08-20,"3,000 Americans have died of Coronavirus which is the equivalent of 750 Benghazis",United States,americans died coronavirus equivalent benghazis,"['americans', 'died', 'coronavirus', 'equivalent', 'benghazis']","['american', 'died', 'coronavirus', 'equivalent', 'benghazi']",american died coronavirus equivalent benghazi,"[('americans', 'n'), ('died', 'v'), ('coronavirus', 'a'), ('equivalent', 'a'), ('benghazis', 'n')]",  american die coronavirus equivalent benghazi,0.125,-0.5994,0.0,0,1,-1
2020-08-20,i stg if anyone says they tested position for corona for an aprils fools joke,United States,stg tested position corona aprils fools joke,"['stg', 'tested', 'position', 'corona', 'aprils', 'fools', 'joke']","['stg', 'tested', 'position', 'corona', 'april', 'fool', 'joke']",stg tested position corona april fool joke,"[('stg', 'n'), ('tested', 'v'), ('position', 'n'), ('corona', 'n'), ('aprils', 'v'), ('fools', 'n'), ('joke', 'n')]",  stg test position corona aprils fool joke,1.375,-0.1779,0.0,0,1,-1
2020-08-20,its gonna be april 1st and i cant perform a single prank because of this pandemic damn corona is a major cockblock,United States,gona april perform single prank pandemic damn corona major cockblock,"['gona', 'april', 'perform', 'single', 'prank', 'pandemic', 'damn', 'corona', 'major', 'cockblock']","['gona', 'april', 'perform', 'single', 'prank', 'pandemic', 'damn', 'corona', 'major', 'cockblock']",gona april perform single prank pandemic damn corona major cockblock,"[('gona', 'n'), ('april', 'v'), ('perform', 'v'), ('single', 'a'), ('prank', 'n'), ('pandemic', 'a'), ('damn', 'n'), ('corona', 'n'), ('major', 'a'), ('cockblock', 'n')]",  gona april perform single prank pandemic damn corona major cockblock,0.875,-0.4019,-0.004464285714285712,-1,1,-1
2020-08-20,"What happens to your timeline if you mute covid, corona, virus, pandemic, quarantine, and social isolation? Does the app delete itself?",United States,hapens timeline mute covid corona virus pandemic quarantine social isolation delete,"['hapens', 'timeline', 'mute', 'covid', 'corona', 'virus', 'pandemic', 'quarantine', 'social', 'isolation', 'delete']","['hapens', 'timeline', 'mute', 'covid', 'corona', 'virus', 'pandemic', 'quarantine', 'social', 'isolation', 'delete']",hapens timeline mute covid corona virus pandemic quarantine social isolation delete,"[('hapens', 'n'), ('timeline', 'v'), ('mute', 'n'), ('covid', 'n'), ('corona', 'n'), ('virus', 'n'), ('pandemic', 'a'), ('quarantine', 'n'), ('social', 'a'), ('isolation', 'n'), ('delete', 'n')]",  hapens timeline mute covid corona virus pandemic quarantine social isolation delete,-0.5,-0.4019,0.03333333333333333,1,-1,-1
2020-08-20,aigoo april fools bout being tested positive covid19 ugh u spoiled the mood bro,United States,aigo april fools bout tested positive covid ugh spoiled mood bro,"['aigo', 'april', 'fools', 'bout', 'tested', 'positive', 'covid', 'ugh', 'spoiled', 'mood', 'bro']","['aigo', 'april', 'fool', 'bout', 'tested', 'positive', 'covid', 'ugh', 'spoiled', 'mood', 'bro']",aigo april fool bout tested positive covid ugh spoiled mood bro,"[('aigo', 'a'), ('april', 'n'), ('fools', 'n'), ('bout', 'r'), ('tested', 'v'), ('positive', 'a'), ('covid', 'n'), ('ugh', None), ('spoiled', 'v'), ('mood', 'n'), ('bro', 'n')]",  aigo april fool bout test positive covid ugh spoil mood bro,0.875,-0.2732,0.22727272727272727,1,1,-1
2020-08-20,The U.S may just become the next COVID19 epicenter 820 new deaths recorded today. (nearly doubling last night's figure),United States,covid epicenter deaths recorded today doubling night figure,"['covid', 'epicenter', 'deaths', 'recorded', 'today', 'doubling', 'night', 'figure']","['covid', 'epicenter', 'death', 'recorded', 'today', 'doubling', 'night', 'figure']",covid epicenter death recorded today doubling night figure,"[('covid', 'a'), ('epicenter', 'n'), ('deaths', 'n'), ('recorded', 'v'), ('today', 'n'), ('doubling', 'v'), ('night', 'n'), ('figure', 'n')]",  covid epicenter death record today double night figure,0.25,-0.5994,0.0,0,1,-1
2020-08-20,Question that posed to me tonight: Can coronavirus be killed with emails and Zoom calls?,United States,question posed tonight coronavirus killed emails zoom calls,"['question', 'posed', 'tonight', 'coronavirus', 'killed', 'emails', 'zoom', 'calls']","['question', 'posed', 'tonight', 'coronavirus', 'killed', 'email', 'zoom', 'call']",question posed tonight coronavirus killed email zoom call,"[('question', 'n'), ('posed', 'v'), ('tonight', 'a'), ('coronavirus', 'n'), ('killed', 'v'), ('emails', 'n'), ('zoom', 'n'), ('calls', 'n')]",  question pose tonight coronavirus kill email zoom call,-0.625,-0.6908,0.0,0,-1,-1
2020-08-20,Curfew has led to more death than Corona virus. It has led to many Kenyans being brutalized by Kenya police... Saynotocurfew,United States,curfew led death corona virus led kenyans brutalized kenya police saynotocurfew,"['curfew', 'led', 'death', 'corona', 'virus', 'led', 'kenyans', 'brutalized', 'kenya', 'police', 'saynotocurfew']","['curfew', 'led', 'death', 'corona', 'virus', 'led', 'kenyan', 'brutalized', 'kenya', 'police', 'saynotocurfew']",curfew led death corona virus led kenyan brutalized kenya police saynotocurfew,"[('curfew', 'n'), ('led', 'v'), ('death', 'n'), ('corona', 'n'), ('virus', 'n'), ('led', 'v'), ('kenyans', 'n'), ('brutalized', 'v'), ('kenya', 'a'), ('police', 'n'), ('saynotocurfew', 'v')]",  curfew lead death corona virus lead kenyan brutalize kenya police saynotocurfew,0.125,-0.8316,0.0,0,1,-1
2020-08-20,No one in my family takes the corona virus serious it really terrifies me,United States,no family takes corona virus terrifies,"['no', 'family', 'takes', 'corona', 'virus', 'terrifies']","['no', 'family', 'take', 'corona', 'virus', 'terrifies']",no family take corona virus terrifies,"[('no', None), ('family', 'n'), ('takes', 'v'), ('corona', 'a'), ('virus', 'n'), ('terrifies', 'n')]",  no family take corona virus terrifies,0.0,-0.7003,0.0,0,0,-1
2020-08-20,How is CoronaVirus or Covid19 not in trending topics? Twitter are you trying to keep us from looking at that shit?,United States,coronavirus covid not trending topics twitter shit,"['coronavirus', 'covid', 'not', 'trending', 'topics', 'twitter', 'shit']","['coronavirus', 'covid', 'not', 'trending', 'topic', 'twitter', 'shit']",coronavirus covid not trending topic twitter shit,"[('coronavirus', 'n'), ('covid', 'n'), ('not', 'r'), ('trending', 'v'), ('topics', 'n'), ('twitter', 'n'), ('shit', 'n')]",  coronavirus covid not trend topic twitter shit,-0.875,-0.5574,-0.2,-1,-1,-1
2020-08-20,Stop blaming the coronavirus on the year of 2020 itself. Shits annoying af,United States,stop blaming coronavirus year shits annoying,"['stop', 'blaming', 'coronavirus', 'year', 'shits', 'annoying']","['stop', 'blaming', 'coronavirus', 'year', 'shit', 'annoying']",stop blaming coronavirus year shit annoying,"[('stop', 'v'), ('blaming', 'n'), ('coronavirus', 'a'), ('year', 'n'), ('shits', 'n'), ('annoying', 'v')]",  stop blaming coronavirus year shit annoy,-0.25,-0.8979,-0.2,-1,-1,-1
2020-08-20,can yall believe I was THIS close to living my grad school dreams n corona just decided to fuck it all up,United States,yal close living grad school dreams corona decided fuck,"['yal', 'close', 'living', 'grad', 'school', 'dreams', 'corona', 'decided', 'fuck']","['yal', 'close', 'living', 'grad', 'school', 'dream', 'corona', 'decided', 'fuck']",yal close living grad school dream corona decided fuck,"[('yal', 'r'), ('close', 'r'), ('living', 'v'), ('grad', 'a'), ('school', 'n'), ('dreams', 'n'), ('corona', 'v'), ('decided', 'v'), ('fuck', 'n')]",  yal close live grad school dream corona decide fuck,0.0,-0.3612,-0.13181818181818183,-1,0,-1
2020-08-20,"Fox Nation hosts Diamond, Silk: Media is exaggerating the coronavirus pandemic to make Trump look bad",United States,fox nation hosts diamond silk media exaggerating coronavirus pandemic make trump bad,"['fox', 'nation', 'hosts', 'diamond', 'silk', 'media', 'exaggerating', 'coronavirus', 'pandemic', 'make', 'trump', 'bad']","['fox', 'nation', 'host', 'diamond', 'silk', 'medium', 'exaggerating', 'coronavirus', 'pandemic', 'make', 'trump', 'bad']",fox nation host diamond silk medium exaggerating coronavirus pandemic make trump bad,"[('fox', 'a'), ('nation', 'n'), ('hosts', 'n'), ('diamond', 'v'), ('silk', 'a'), ('media', 'n'), ('exaggerating', 'v'), ('coronavirus', 'n'), ('pandemic', 'a'), ('make', 'n'), ('trump', 'n'), ('bad', 'a')]",  fox nation host diamond silk medium exaggerate coronavirus pandemic make trump bad,0.5,-0.4019,-0.6999999999999998,-1,1,-1
2020-08-20,Waiting for the government to come out and say coronavirus was all an April fools prank,United States,waiting government coronavirus april fools prank,"['waiting', 'government', 'coronavirus', 'april', 'fools', 'prank']","['waiting', 'government', 'coronavirus', 'april', 'fool', 'prank']",waiting government coronavirus april fool prank,"[('waiting', 'v'), ('government', 'n'), ('coronavirus', 'n'), ('april', 'n'), ('fools', 'n'), ('prank', 'v')]",  wait government coronavirus april fool prank,0.625,-0.4404,0.0,0,1,-1
2020-08-20,My anxiety has gotten so bad I cant even tell if my shortness of breathe is anxiety or corona,United States,anxiety bad shortness breathe anxiety corona,"['anxiety', 'bad', 'shortness', 'breathe', 'anxiety', 'corona']","['anxiety', 'bad', 'shortness', 'breathe', 'anxiety', 'corona']",anxiety bad shortness breathe anxiety corona,"[('anxiety', 'n'), ('bad', 'a'), ('shortness', 'n'), ('breathe', 'n'), ('anxiety', 'n'), ('corona', 'n')]",  anxiety bad shortness breathe anxiety corona,-0.875,-0.7096,-0.6999999999999998,-1,-1,-1
2020-08-20,"Tomorrows April fools, yall think this corona thing is really all just a big joke ?",United States,tomorrows april fools yal corona thing big joke,"['tomorrows', 'april', 'fools', 'yal', 'corona', 'thing', 'big', 'joke']","['tomorrow', 'april', 'fool', 'yal', 'corona', 'thing', 'big', 'joke']",tomorrow april fool yal corona thing big joke,"[('tomorrows', 'n'), ('april', 'v'), ('fools', 'n'), ('yal', 'r'), ('corona', 'v'), ('thing', 'n'), ('big', 'a'), ('joke', 'n')]",  tomorrow april fool yal corona thing big joke,1.125,-0.1779,0.0,0,1,-1
2020-08-20,Never fight the FED. Tina Fomo back in play after Corona peak. finanstwitter,United States,fight fed tina fomo back play corona peak finanstwiter,"['fight', 'fed', 'tina', 'fomo', 'back', 'play', 'corona', 'peak', 'finanstwiter']","['fight', 'fed', 'tina', 'fomo', 'back', 'play', 'corona', 'peak', 'finanstwiter']",fight fed tina fomo back play corona peak finanstwiter,"[('fight', 'n'), ('fed', 'v'), ('tina', 'n'), ('fomo', 'n'), ('back', 'r'), ('play', 'n'), ('corona', 'n'), ('peak', 'n'), ('finanstwiter', 'n')]",  fight feed tina fomo back play corona peak finanstwiter,0.0,-0.0516,0.0,0,0,-1
2020-08-20,. Let's jumpstart a PaTaverns as part of coronavirus recovery. We can help you find one that's hurting.,United States,jumpstart pataverns part coronavirus recovery find hurting,"['jumpstart', 'pataverns', 'part', 'coronavirus', 'recovery', 'find', 'hurting']","['jumpstart', 'pataverns', 'part', 'coronavirus', 'recovery', 'find', 'hurting']",jumpstart pataverns part coronavirus recovery find hurting,"[('jumpstart', 'n'), ('pataverns', 'v'), ('part', 'n'), ('coronavirus', 'n'), ('recovery', 'n'), ('find', 'v'), ('hurting', 'n')]",  jumpstart pataverns part coronavirus recovery find hurting,-0.75,-0.4019,0.0,0,-1,-1
